Date,Open,High,Low,Close,Adj Close,Volume
2019-10-08,18.680000,18.680000,18.680000,18.680000,18.680000,0
2019-10-09,18.540001,18.540001,18.540001,18.540001,18.540001,0
2019-10-10,18.520000,18.520000,18.520000,18.520000,18.520000,0
2019-10-11,17.950001,17.950001,17.950001,17.950001,17.950001,0
2019-10-14,17.980000,17.980000,17.980000,17.980000,17.980000,0
2019-10-15,17.580000,17.580000,17.580000,17.580000,17.580000,0
2019-10-16,17.730000,17.730000,17.730000,17.730000,17.730000,0
2019-10-17,17.959999,17.959999,17.959999,17.959999,17.959999,0
2019-10-18,18.030001,18.030001,18.030001,18.030001,18.030001,0
2019-10-21,17.780001,17.780001,17.780001,17.780001,17.780001,0
2019-10-22,17.750000,17.750000,17.750000,17.750000,17.750000,0
2019-10-23,17.840000,17.840000,17.840000,17.840000,17.840000,0
2019-10-24,18.230000,18.230000,18.230000,18.230000,18.230000,0
2019-10-25,18.340000,18.340000,18.340000,18.340000,18.340000,0
2019-10-28,18.059999,18.059999,18.059999,18.059999,18.059999,0
2019-10-29,18.170000,18.170000,18.170000,18.170000,18.170000,0
2019-10-30,18.280001,18.280001,18.280001,18.280001,18.280001,0
2019-10-31,18.660000,18.660000,18.660000,18.660000,18.660000,0
2019-11-01,18.570000,18.570000,18.570000,18.570000,18.570000,0
2019-11-04,18.299999,18.299999,18.299999,18.299999,18.299999,0
2019-11-05,18.000000,18.000000,18.000000,18.000000,18.000000,0
2019-11-06,18.129999,18.129999,18.129999,18.129999,18.129999,0
2019-11-07,17.770000,17.770000,17.770000,17.770000,17.770000,0
2019-11-08,17.600000,17.600000,17.600000,17.600000,17.600000,0
2019-11-11,17.600000,17.600000,17.600000,17.600000,17.600000,0
2019-11-12,17.680000,17.680000,17.680000,17.680000,17.680000,0
2019-11-13,17.840000,17.840000,17.840000,17.840000,17.840000,0
2019-11-14,17.930000,17.930000,17.930000,17.930000,17.930000,0
2019-11-15,17.950001,17.950001,17.950001,17.950001,17.950001,0
2019-11-18,18.209999,18.209999,18.209999,18.209999,18.209999,0
2019-11-19,18.250000,18.250000,18.250000,18.250000,18.250000,0
2019-11-20,18.290001,18.290001,18.290001,18.290001,18.290001,0
2019-11-21,18.040001,18.040001,18.040001,18.040001,18.040001,0
2019-11-22,17.950001,17.950001,17.950001,17.950001,17.950001,0
2019-11-25,17.770000,17.770000,17.770000,17.770000,17.770000,0
2019-11-26,18.049999,18.049999,18.049999,18.049999,18.049999,0
2019-11-27,18.020000,18.020000,18.020000,18.020000,18.020000,0
2019-11-29,18.280001,18.280001,18.280001,18.280001,18.280001,0
2019-12-02,18.360001,18.360001,18.360001,18.360001,18.360001,0
2019-12-03,18.610001,18.610001,18.610001,18.610001,18.610001,0
2019-12-04,18.500000,18.500000,18.500000,18.500000,18.500000,0
2019-12-05,18.600000,18.600000,18.600000,18.600000,18.600000,0
2019-12-06,18.280001,18.280001,18.280001,18.280001,18.280001,0
2019-12-09,18.230000,18.230000,18.230000,18.230000,18.230000,0
2019-12-10,18.370001,18.370001,18.370001,18.370001,18.370001,0
2019-12-11,18.730000,18.730000,18.730000,18.730000,18.730000,0
2019-12-12,18.690001,18.690001,18.690001,18.690001,18.690001,0
2019-12-13,18.770000,18.770000,18.770000,18.770000,18.770000,0
2019-12-16,18.660000,18.660000,18.660000,18.660000,18.660000,0
2019-12-17,18.500000,18.500000,18.500000,18.500000,18.500000,0
2019-12-18,18.660000,18.660000,18.660000,18.660000,18.660000,0
2019-12-19,18.620001,18.620001,18.620001,18.620001,18.620001,0
2019-12-20,18.440001,18.440001,18.440001,18.440001,18.440001,0
2019-12-23,18.889999,18.889999,18.889999,18.889999,18.889999,0
2019-12-24,19.330000,19.330000,19.330000,19.330000,19.330000,0
2019-12-26,19.459999,19.459999,19.459999,19.459999,19.459999,0
2019-12-27,19.459999,19.459999,19.459999,19.459999,19.459999,0
2019-12-30,19.750000,19.750000,19.750000,19.750000,19.750000,0
2019-12-31,19.709999,19.709999,19.709999,19.709999,19.709999,0
2020-01-02,19.620001,19.620001,19.620001,19.620001,19.620001,0
2020-01-03,19.590000,19.590000,19.590000,19.590000,19.590000,0
2020-01-06,19.690001,19.690001,19.690001,19.690001,19.690001,0
2020-01-07,19.830000,19.830000,19.830000,19.830000,19.830000,0
2020-01-08,19.250000,19.250000,19.250000,19.250000,19.250000,0
2020-01-09,19.059999,19.059999,19.059999,19.059999,19.059999,0
2020-01-10,19.400000,19.400000,19.400000,19.400000,19.400000,0
2020-01-13,19.090000,19.090000,19.090000,19.090000,19.090000,0
2020-01-14,19.219999,19.219999,19.219999,19.219999,19.219999,0
2020-01-15,19.540001,19.540001,19.540001,19.540001,19.540001,0
2020-01-16,19.559999,19.559999,19.559999,19.559999,19.559999,0
2020-01-17,19.500000,19.500000,19.500000,19.500000,19.500000,0
2020-01-21,19.770000,19.770000,19.770000,19.770000,19.770000,0
2020-01-22,19.760000,19.760000,19.760000,19.760000,19.760000,0
2020-01-23,19.790001,19.790001,19.790001,19.790001,19.790001,0
2020-01-24,20.030001,20.030001,20.030001,20.030001,20.030001,0
2020-01-27,19.969999,19.969999,19.969999,19.969999,19.969999,0
2020-01-28,19.590000,19.590000,19.590000,19.590000,19.590000,0
2020-01-29,19.830000,19.830000,19.830000,19.830000,19.830000,0
2020-01-30,19.860001,19.860001,19.860001,19.860001,19.860001,0
2020-01-31,19.980000,19.980000,19.980000,19.980000,19.980000,0
2020-02-03,19.730000,19.730000,19.730000,19.730000,19.730000,0
2020-02-04,19.450001,19.450001,19.450001,19.450001,19.450001,0
2020-02-05,19.389999,19.389999,19.389999,19.389999,19.389999,0
2020-02-06,19.559999,19.559999,19.559999,19.559999,19.559999,0
2020-02-07,19.360001,19.360001,19.360001,19.360001,19.360001,0
2020-02-10,19.520000,19.520000,19.520000,19.520000,19.520000,0
2020-02-11,19.540001,19.540001,19.540001,19.540001,19.540001,0
2020-02-12,19.400000,19.400000,19.400000,19.400000,19.400000,0
2020-02-13,19.549999,19.549999,19.549999,19.549999,19.549999,0
2020-02-14,19.559999,19.559999,19.559999,19.559999,19.559999,0
2020-02-18,20.040001,20.040001,20.040001,20.040001,20.040001,0
2020-02-19,20.260000,20.260000,20.260000,20.260000,20.260000,0
2020-02-20,20.320000,20.320000,20.320000,20.320000,20.320000,0
2020-02-21,20.820000,20.820000,20.820000,20.820000,20.820000,0
2020-02-24,21.110001,21.110001,21.110001,21.110001,21.110001,0
2020-02-25,20.620001,20.620001,20.620001,20.620001,20.620001,0
2020-02-26,20.530001,20.530001,20.530001,20.530001,20.530001,0
2020-02-27,19.790001,19.790001,19.790001,19.790001,19.790001,0
2020-02-28,18.660000,18.660000,18.660000,18.660000,18.660000,0
2020-03-02,19.170000,19.170000,19.170000,19.170000,19.170000,0
2020-03-03,19.900000,19.900000,19.900000,19.900000,19.900000,0
2020-03-04,20.040001,20.040001,20.040001,20.040001,20.040001,0
2020-03-05,20.430000,20.430000,20.430000,20.430000,20.430000,0
2020-03-06,20.340000,20.340000,20.340000,20.340000,20.340000,0
2020-03-09,19.370001,19.370001,19.370001,19.370001,19.370001,0
2020-03-10,19.320000,19.320000,19.320000,19.320000,19.320000,0
2020-03-11,18.340000,18.340000,18.340000,18.340000,18.340000,0
2020-03-12,17.059999,17.059999,17.059999,17.059999,17.059999,0
2020-03-13,15.810000,15.810000,15.810000,15.810000,15.810000,0
2020-03-16,16.320000,16.320000,16.320000,16.320000,16.320000,0
2020-03-17,17.750000,17.750000,17.750000,17.750000,17.750000,0
2020-03-18,16.290001,16.290001,16.290001,16.290001,16.290001,0
2020-03-19,16.370001,16.370001,16.370001,16.370001,16.370001,0
2020-03-20,15.960000,15.960000,15.960000,15.960000,15.960000,0
2020-03-23,16.809999,16.809999,16.809999,16.809999,16.809999,0
2020-03-24,18.680000,18.680000,18.680000,18.680000,18.680000,0
2020-03-25,18.990000,18.990000,18.990000,18.990000,18.990000,0
2020-03-26,19.080000,19.080000,19.080000,19.080000,19.080000,0
2020-03-27,18.320000,18.320000,18.320000,18.320000,18.320000,0
2020-03-30,18.090000,18.090000,18.090000,18.090000,18.090000,0
2020-03-31,17.629999,17.629999,17.629999,17.629999,17.629999,0
2020-04-01,17.969999,17.969999,17.969999,17.969999,17.969999,0
2020-04-02,18.680000,18.680000,18.680000,18.680000,18.680000,0
2020-04-03,18.620001,18.620001,18.620001,18.620001,18.620001,0
2020-04-06,19.410000,19.410000,19.410000,19.410000,19.410000,0
2020-04-07,19.330000,19.330000,19.330000,19.330000,19.330000,0
2020-04-08,19.350000,19.350000,19.350000,19.350000,19.350000,0
2020-04-09,20.790001,20.790001,20.790001,20.790001,20.790001,0
2020-04-13,21.760000,21.760000,21.760000,21.760000,21.760000,0
2020-04-14,21.950001,21.950001,21.950001,21.950001,21.950001,0
2020-04-15,21.709999,21.709999,21.709999,21.709999,21.709999,0
2020-04-16,22.049999,22.049999,22.049999,22.049999,22.049999,0
2020-04-17,21.570000,21.570000,21.570000,21.570000,21.570000,0
2020-04-20,21.870001,21.870001,21.870001,21.870001,21.870001,0
2020-04-21,21.770000,21.770000,21.770000,21.770000,21.770000,0
2020-04-22,22.790001,22.790001,22.790001,22.790001,22.790001,0
2020-04-23,23.250000,23.250000,23.250000,23.250000,23.250000,0
2020-04-24,23.480000,23.480000,23.480000,23.480000,23.480000,0
2020-04-27,23.500000,23.500000,23.500000,23.500000,23.500000,0
2020-04-28,23.440001,23.440001,23.440001,23.440001,23.440001,0
2020-04-29,23.590000,23.590000,23.590000,23.590000,23.590000,0
2020-04-30,22.760000,22.760000,22.760000,22.760000,22.760000,0
2020-05-01,23.280001,23.280001,23.280001,23.280001,23.280001,0
2020-05-04,23.530001,23.530001,23.530001,23.530001,23.530001,0
2020-05-05,23.930000,23.930000,23.930000,23.930000,23.930000,0
2020-05-06,23.389999,23.389999,23.389999,23.389999,23.389999,0
2020-05-07,24.080000,24.080000,24.080000,24.080000,24.080000,0
2020-05-08,23.930000,23.930000,23.930000,23.930000,23.930000,0
2020-05-11,23.370001,23.370001,23.370001,23.370001,23.370001,0
2020-05-12,23.260000,23.260000,23.260000,23.260000,23.260000,0
2020-05-13,23.450001,23.450001,23.450001,23.450001,23.450001,0
2020-05-14,24.030001,24.030001,24.030001,24.030001,24.030001,0
2020-05-15,24.690001,24.690001,24.690001,24.690001,24.690001,0
2020-05-18,24.629999,24.629999,24.629999,24.629999,24.629999,0
2020-05-19,25.000000,25.000000,25.000000,25.000000,25.000000,0
2020-05-20,24.740000,24.740000,24.740000,24.740000,24.740000,0
2020-05-21,24.219999,24.219999,24.219999,24.219999,24.219999,0
2020-05-22,null,null,null,null,null,null
